"349190600","BIELSKO-BIA£A","2019","01","01",7.5,"",5.8,"",3.1,"",6.4,"",83.3,"",971.0,"",1020.2,"",.7,"",6.3,""
"349190600","BIELSKO-BIA£A","2019","01","02",8.0,"",6.0,"",-.7,"",5.4,"",92.0,"",965.9,"",1015.5,"",3.4,"",1.3,""
"349190600","BIELSKO-BIA£A","2019","01","03",7.8,"",3.3,"",-4.3,"",4.1,"",91.0,"",975.1,"",1025.9,"",1.3,"",.1,""
"349190600","BIELSKO-BIA£A","2019","01","04",7.6,"",3.3,"",-4.1,"",4.0,"",88.3,"",977.2,"",1028.1,"",.2,"",1.8,""
"349190600","BIELSKO-BIA£A","2019","01","05",8.0,"",5.0,"",.1,"",5.9,"",94.8,"",966.4,"",1015.9,"",7.1,"",.2,""
"349190600","BIELSKO-BIA£A","2019","01","06",8.0,"",3.1,"",-3.4,"",4.3,"",89.6,"",972.7,"",1023.2,"",1.9,"",.1,""
"349190600","BIELSKO-BIA£A","2019","01","07",5.0,"",.8,"",-7.2,"",2.8,"",79.3,"",978.7,"",1030.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","08",7.6,"",4.8,"",-1.5,"",4.5,"",82.3,"",960.2,"",1009.7,"",.2,"",.8,""
"349190600","BIELSKO-BIA£A","2019","01","09",7.6,"",2.6,"",.1,"",5.3,"",86.1,"",954.2,"",1003.1,"",.6,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","10",8.0,"",1.6,"",-2.7,"",4.9,"",97.5,"",966.0,"",1016.0,"",4.5,"",1.3,""
"349190600","BIELSKO-BIA£A","2019","01","11",6.9,"",2.8,"",-4.8,"",3.6,"",85.6,"",969.3,"",1019.9,"",.0,"",.9,""
"349190600","BIELSKO-BIA£A","2019","01","12",8.0,"",6.5,"",.6,"",5.6,"",87.0,"",963.2,"",1012.5,"",.4,"",3.4,""
"349190600","BIELSKO-BIA£A","2019","01","13",7.9,"",7.5,"",2.0,"",6.1,"",85.9,"",952.5,"",1001.0,"",1.6,"",4.8,""
"349190600","BIELSKO-BIA£A","2019","01","14",7.5,"",6.6,"",.3,"",5.1,"",81.3,"",948.3,"",996.9,"",1.5,"",.3,""
"349190600","BIELSKO-BIA£A","2019","01","15",8.0,"",8.4,"",-1.4,"",4.6,"",82.1,"",960.2,"",1009.7,"",2.5,"",5.3,""
"349190600","BIELSKO-BIA£A","2019","01","16",7.6,"",7.8,"",2.6,"",6.2,"",84.6,"",961.7,"",1010.5,"",2.6,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","17",6.3,"",6.5,"",4.9,"",5.2,"",60.4,"",957.7,"",1005.9,"",.0,"",.5,""
"349190600","BIELSKO-BIA£A","2019","01","18",7.6,"",5.0,"",1.1,"",4.8,"",72.8,"",965.3,"",1014.6,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","19",2.6,"",1.1,"",-4.2,"",3.2,"",72.8,"",972.3,"",1022.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","20",5.4,"",1.5,"",-4.6,"",3.5,"",79.9,"",969.2,"",1019.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","21",4.9,"",.8,"",-8.4,"",3.0,"",90.5,"",972.8,"",1024.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","22",2.9,"",1.5,"",-7.4,"",2.9,"",83.0,"",965.8,"",1016.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","23",7.5,"",3.3,"",-8.2,"",3.0,"",88.6,"",956.9,"",1007.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","24",8.0,"",4.9,"",-7.0,"",3.2,"",87.1,"",959.8,"",1010.3,"",.0,"",.1,""
"349190600","BIELSKO-BIA£A","2019","01","25",8.0,"",3.1,"",-6.7,"",3.1,"",84.5,"",963.6,"",1014.3,"",.0,"",.1,""
"349190600","BIELSKO-BIA£A","2019","01","26",7.8,"",2.6,"",-3.3,"",3.8,"",78.9,"",959.0,"",1008.8,"",.2,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","27",6.6,"",4.0,"",2.5,"",5.0,"",68.9,"",951.2,"",999.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","28",7.6,"",2.1,"",1.1,"",5.5,"",84.4,"",948.4,"",996.8,"",4.4,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","29",6.4,"",4.3,"",.5,"",4.8,"",75.1,"",956.0,"",1004.9,"",.2,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","30",4.4,"",1.9,"",-.3,"",4.4,"",73.9,"",955.3,"",1004.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","01","31",4.6,"",1.8,"",-.8,"",4.1,"",71.9,"",955.4,"",1004.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","02","01",5.0,"",3.0,"",2.7,"",5.2,"",69.1,"",953.7,"",1002.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","02","02",6.9,"",10.8,"",11.3,"",8.1,"",60.4,"",951.0,"",997.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","02","03",7.9,"",3.1,"",3.4,"",7.1,"",91.5,"",959.6,"",1008.2,"",2.5,"",5.0,""
"349190600","BIELSKO-BIA£A","2019","02","04",8.0,"",4.1,"",-1.2,"",5.3,"",93.8,"",977.8,"",1028.2,"",.1,"",.0,""
"349190600","BIELSKO-BIA£A","2019","02","05",1.3,"",1.6,"",-2.0,"",4.5,"",85.4,"",979.5,"",1030.1,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2019","02","06",5.1,"",1.0,"",-1.2,"",4.3,"",77.5,"",979.7,"",1030.2,"",.0,"",.0,""
