"349190600","BIELSKO-BIA£A","2022","01","01",.0,"8",5.5,"",9.2,"",11.0,"",94.5,"",974.1,"",1022.4,"",7.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","02",.0,"8",5.1,"",9.8,"",8.8,"",74.4,"",970.7,"",1018.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","03",.0,"8",7.9,"",8.5,"",7.7,"",69.8,"",963.4,"",1011.3,"",1.0,"",6.8,""
"349190600","BIELSKO-BIA£A","2022","01","04",.0,"8",6.9,"",7.6,"",8.6,"",82.4,"",953.6,"",1001.1,"",.1,"",8.2,""
"349190600","BIELSKO-BIA£A","2022","01","05",.0,"8",5.0,"",4.1,"",7.1,"",86.9,"",953.8,"",1002.0,"",3.4,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","06",.0,"8",6.1,"",.0,"",4.6,"",75.0,"",963.9,"",1013.3,"",.5,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","07",.0,"8",3.0,"",-3.3,"",2.6,"",57.0,"",971.8,"",1022.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","08",.0,"8",3.9,"",-1.7,"",3.4,"",62.4,"",965.1,"",1014.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","09",.0,"8",2.5,"",.0,"",4.1,"",67.0,"",957.1,"",1006.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","10",.0,"8",2.8,"",-1.9,"",4.7,"",88.9,"",968.9,"",1019.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","11",.0,"8",3.0,"",-4.1,"",3.5,"",77.9,"",983.5,"",1034.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","12",.0,"8",1.5,"",-6.0,"",3.4,"",87.4,"",986.9,"",1038.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","13",.0,"8",3.5,"",1.7,"",5.9,"",86.1,"",984.5,"",1034.6,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","14",.0,"8",5.3,"",2.7,"",6.3,"",85.0,"",978.3,"",1028.0,"",.2,"",.4,""
"349190600","BIELSKO-BIA£A","2022","01","15",.0,"8",3.8,"",.0,"",5.5,"",89.3,"",979.4,"",1029.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","16",.0,"8",3.5,"",-.2,"",4.1,"",71.8,"",973.6,"",1023.6,"",.0,"",.2,""
"349190600","BIELSKO-BIA£A","2022","01","17",.0,"8",9.0,"",.9,"",5.5,"",84.4,"",969.5,"",1019.0,"",3.8,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","18",.0,"8",3.9,"",-1.1,"",4.7,"",83.8,"",983.5,"",1034.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","19",.0,"8",2.4,"",.6,"",4.4,"",70.3,"",977.5,"",1027.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","20",.0,"8",8.6,"",-.1,"",4.6,"",74.3,"",965.4,"",1014.9,"",2.8,"",.4,""
"349190600","BIELSKO-BIA£A","2022","01","21",.0,"8",6.0,"",-3.8,"",4.1,"",87.6,"",970.6,"",1021.1,"",.7,"",4.0,""
"349190600","BIELSKO-BIA£A","2022","01","22",.0,"8",3.8,"",-3.5,"",4.2,"",89.8,"",973.9,"",1024.5,"",.5,"",.0,""
"349190600","BIELSKO-BIA£A","2022","01","23",.0,"8",2.1,"",-3.6,"",4.1,"",87.9,"",981.6,"",1032.6,"",.0,"",.0,""
